run_accession,db,db_version,kma_version,run_date,total_readfragmentCount,refSequence,readCount,fragmentCount,mapScoreSum,refCoveredPositions,refConsensusSum,bpTotal,depthVariance,nucHighDepthVariance,depthMax,snpSum,insertSum,deletionSum,readCountAln,fragmentCountAln
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-A-8_1_AM051147,15,14,395,239,238,404,0.822804,0,3,3,0,0,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-1_1_AM051150,6,3,768,573,573,771,0.553533,0,2,1,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-10_1_AM051160,132,132,214,81,81,214,0.644379,64,3,0,0,0,3,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-11_1_AM051161,175,174,889,322,320,901,6.19761,26,14,4,0,0,18,17
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-12_1_AJ635420,22,20,2238,439,439,2244,18.1823,0,14,2,0,0,16,14
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-14_1_DQ995288,84,83,871,452,447,886,2.13992,0,5,5,0,0,7,6
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-16_1_AM850918,116,105,3097,536,536,3115,14.4312,0,13,6,0,0,23,13
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-17_1_AM850919,142,90,18469,821,818,18607,232.602,0,59,46,0,0,138,86
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-18_1_AM850920,285,258,9622,861,857,9712,55.7068,0,31,30,0,0,74,49
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-19_1_AM850921,137,133,1420,585,585,1423,3.05362,0,6,1,0,0,11,7
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-2_1_AM051151,20,12,2041,574,574,2047,8.53928,0,10,2,0,0,20,12
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-3_1_AM051152,2882,2738,53431,861,860,53883,829.625,0,120,148,0,2,453,320
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-4_1_AM051153,168,116,17106,861,861,17232,101.345,0,38,42,0,0,143,91
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-5_1_AY512506,25,18,2120,656,655,2132,8.53515,0,10,4,0,0,15,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-6_1_AY850171,125,125,123,123,123,123,0.122449,0,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-7_1_AM051156,9,6,727,377,376,733,1.14631,0,3,2,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-8_1_AM051157,65,54,6024,622,622,6102,120.542,0,37,26,0,0,48,37
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOKP-B-9_1_AM051159,52,49,1554,487,483,1605,5.20221,0,8,17,0,0,11,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-1_1_HQ170510,3303,2396,308244,831,831,309621,219.949,2,418,441,20,5,2407,1513
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-10_1_J03427,656,623,9474,801,801,9492,2.61925,0,16,6,0,0,73,46
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-114a_1_EU188842,1636,1627,191,191,191,191,0.177465,0,1,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-193_1_CP013032,1869,1845,2865,702,702,2868,5.34475,0,8,1,0,0,20,12
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-257_1_KC567681,838,836,17,17,17,17,0.020039,17,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-317_1_KF057034,444,438,1964,525,525,1964,6.55817,0,9,0,0,0,15,12
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-347_1_ACWG01000053,2408,2162,82696,825,825,83533,294.727,6,156,180,227,0,678,444
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-362_1_KF460532,691,684,34,20,20,40,0.093953,21,2,0,0,2,2,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-395_1_AY306133,1117,1111,136,139,138,139,0.145136,0,1,1,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-396_1_AY306134,296,293,284,185,185,284,0.481336,0,2,0,0,0,2,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-444_1_CP010800,1885,1873,19,19,19,19,0.022742,19,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-453_1_KR061507,23,21,429,253,253,429,0.701836,0,2,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-485_1_LLNM01000004,17,17,150,150,150,150,0.153971,0,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-489_1_CP013733,46,43,742,329,329,742,1.51509,0,4,0,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-539_1_KY094077,467,466,17,17,17,17,0.020039,17,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-557_1_KY126232,10,6,985,592,592,985,1.15027,0,3,0,0,0,8,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-61_1_AY587956,16,15,288,288,288,288,0.23364,0,1,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-68_1_AY750910,52,46,2132,629,629,2141,3.00943,0,6,3,0,0,16,10
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-85_1_JANA01000064,1593,1510,22503,786,786,22623,74.931,0,40,40,0,0,170,97
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXA-97_1_EF102240,687,683,395,330,330,401,0.417855,0,2,2,0,0,3,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXY-2-2_2_AJ871867,1216,1204,1395,659,658,1404,1.33565,0,4,3,0,0,10,6
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaOXY-2-9_9_FJ785625,118,117,269,269,269,269,0.213594,0,1,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaPEDO-2_1_KP109678,1327,1317,85,17,17,85,0.485524,17,5,0,0,0,5,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaPER-1_1_GU944725,848,830,4291,927,927,4291,2.99929,0,9,0,0,0,35,22
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaPLA1a_1_AY302757,61,59,567,345,328,672,1.11015,0,3,35,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSFO-1_1_AB003148,1123,1036,24701,888,888,24779,12.4244,0,38,26,0,0,192,112
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-1_1_AF148850,249,160,32483,861,861,32648,603.389,0,102,55,0,0,242,153
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-100_1_AM941846,79,50,9388,750,750,9409,193.463,0,49,7,0,0,77,48
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-103_1_EU032604,12,10,701,552,549,710,0.511635,0,2,3,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-108_1_AM922309,221,215,1395,666,666,1398,1.39382,0,4,1,0,0,10,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-11_1_X98101,191,113,25544,861,861,25634,296.571,0,69,30,0,0,188,110
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-110_1_HQ877615,230,173,16648,851,850,16681,226.174,0,54,11,0,0,120,66
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-111_1_AB372881,13,7,1708,607,606,1714,4.1811,0,7,2,0,0,12,6
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-12_1_KF976405,4687,4165,179798,861,861,180510,6713.47,0,363,236,0,1,1602,1096
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-132_1_GU981741,8,7,722,396,396,722,1.2852,0,4,0,0,0,5,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-133_1_AB551737,9,8,776,352,352,779,2.23483,0,5,1,0,0,6,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-142_1_JQ029959,112,106,1519,381,381,1522,8.4292,0,9,1,0,0,13,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-143_1_JQ341060,23,14,2680,436,436,2683,19.5847,0,14,1,0,0,19,10
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-145_1_JX013655,402,398,265,235,235,265,0.282739,30,2,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-148_1_JX121115,35,19,4891,522,522,4894,38.6793,0,19,1,0,0,35,19
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-149_1_JX121116,72,71,295,196,196,295,0.456378,0,2,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-152_1_JX121119,96,93,878,377,377,878,1.61251,0,3,0,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-155_1_JX121122,13,11,692,453,452,695,0.946426,0,3,1,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-157_1_JX121124,145,141,594,464,463,597,0.521547,0,2,1,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-158_1_JX121125,234,234,78,78,78,78,0.082645,78,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-161_1_JX121128,21,15,1563,416,416,1569,5.09618,0,6,2,0,0,12,6
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-164_1_HE981194,87,82,279,276,276,279,0.226007,3,2,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-172_1_KF513177,128,93,13670,727,727,13805,367.164,0,59,45,0,0,120,85
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-182_1_KP050489,25,23,459,334,334,459,0.539264,0,2,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-185_1_KM233164,429,294,48092,848,848,48212,2572.9,0,190,40,0,0,378,243
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-187_1_LN515533,10,7,1124,545,545,1124,1.97096,0,5,0,0,0,10,7
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-193_1_KR347170,16,13,1576,533,533,1591,7.65745,0,9,5,0,0,11,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-195_1_KX619652,79,79,49,49,49,49,0.053672,49,1,0,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-196_1_KX714286,60,49,3074,512,512,3098,16.2659,0,11,8,0,0,22,11
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-2_1_AF148851,124,73,16597,730,730,16648,484.23,0,76,17,0,0,124,73
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-200_1_MF871643,89,84,569,240,240,575,1.29965,0,3,2,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-27_1_AF293345,26,13,3423,793,793,3444,5.21022,0,8,7,0,0,26,13
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-28_1_AF299299,62,37,7717,850,850,7723,25.6692,0,22,2,0,0,62,37
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-2a_1_X98102,11,9,1530,449,449,1533,8.69165,0,9,1,0,0,11,9
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-31_1_AY277255,98,85,4256,487,487,4262,37.2135,0,22,2,0,0,30,17
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-33_1_AY037779,56,52,2486,577,577,2495,15.1882,0,13,3,0,0,19,15
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-40_1_AF535128,373,262,33818,861,860,33953,753.258,0,119,45,0,0,250,140
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-41_1_AF535129,227,208,7121,861,860,7181,87.0398,45,45,20,0,0,73,55
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-56_1_EU586041,45,36,3137,517,517,3137,24.8125,0,16,0,0,0,23,14
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-57_1_AY223863,5,4,412,297,297,412,0.51667,0,2,0,0,0,3,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-59_1_AY790341,21,20,287,250,250,287,0.308169,37,2,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-60_1_AB302939,13,7,1560,454,454,1569,4.45971,0,6,3,0,0,12,6
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-62_1_AJ866285,69,54,4362,861,861,4371,5.36927,0,11,3,0,0,32,17
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-65_1_DQ174305,47,47,267,171,171,267,0.436936,0,2,0,0,0,2,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-69_1_DQ174308,37,27,4062,575,573,4077,30.5292,0,21,5,0,0,31,21
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-71_1_AM176546,10,5,1413,823,822,1422,1.06791,31,5,3,0,0,10,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-74_1_AM176549,33,31,689,530,530,689,0.529199,0,2,0,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-75_1_AM176550,32,16,4455,710,710,4488,30.1256,0,15,11,0,0,32,16
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-76_1_AM176551,65,55,3614,552,552,3629,30.5613,0,19,5,0,0,26,16
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-80_1_AM176555,14,11,782,371,370,794,1.43762,0,3,4,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-85_1_DQ322460,45,43,432,447,442,447,0.249633,0,1,5,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-86_1_DQ328802,25,19,1602,437,437,1605,9.95947,32,13,1,0,0,19,13
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-89_1_DQ193536,142,102,11967,658,657,12016,301.708,0,57,15,0,1,91,51
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-94_1_EF373970,116,113,896,345,345,896,1.87872,0,4,0,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-95_1_EF373972,25,24,277,280,279,280,0.219446,0,1,1,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-96_1_EF373971,11,7,1176,601,601,1182,1.23963,0,3,2,0,0,9,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-97_1_EF373973,69,48,6566,691,691,6587,75.1379,0,28,7,0,0,48,27
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-98_1_AM941844,118,95,7020,662,662,7038,101.775,0,33,6,0,0,52,30
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSHV-99_1_AM941845,15,12,1125,378,378,1125,3.7457,0,7,0,0,0,8,5
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSPU-1_1_GQ919044,1416,1414,33,19,19,36,0.077699,19,2,1,0,0,2,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSRT-1_1_AB008454,99,98,505,384,364,625,0.852632,0,3,40,0,0,5,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSRT-2_1_AY524276,5404,5372,786,580,558,900,0.949515,0,3,38,0,0,8,7
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaSST-1_1_AB008455,1570,1552,2260,1003,960,2647,3.28112,0,7,129,0,0,18,10
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-102_1_AY040093,227,224,128,140,136,140,0.136162,0,1,4,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-126_1_AY628199,49,47,874,452,452,874,1.88014,0,4,0,0,0,6,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-135_1_GQ896333,126,66,17859,809,808,17883,343.473,0,70,8,0,0,126,66
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-141_1_AY956335,360,285,22545,750,750,22612,2065.09,36,212,22,1,0,285,211
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-145_1_DQ105528,7,6,443,477,467,477,0.247083,0,1,9,1,1,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-164_1_EU274580,22,21,345,345,345,345,0.240139,0,1,0,0,0,3,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-178_1_X97254,95,95,358,141,138,411,1.44303,0,4,7,12,0,4,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-182_1_HQ317449,23,22,431,337,333,476,0.570088,0,2,15,0,0,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-194_1_JN935136,105,105,87,129,115,129,0.127378,0,1,14,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-1A_1_HM749966,71,42,8568,805,805,8583,95.4311,0,35,5,0,0,63,34
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-1B_1_AY458016,13624,8612,1613493,861,861,1619214,17222.0,0,2187,1871,30,16,12878,7874
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-1C_1_FJ560503,1430,777,191972,861,861,192491,19411.2,0,569,173,0,0,1429,777
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-219_1_KM114268,8,5,648,426,424,681,0.976039,0,3,11,0,0,7,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-220_1_KM998962,129,126,515,339,339,515,0.649195,0,2,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-231_1_MG821378,20,18,440,352,352,452,0.481664,0,2,4,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-233_1_MH270416,45,45,67,79,75,79,0.083335,79,1,4,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-57_1_FJ405211,13,12,289,298,295,298,0.226318,0,1,3,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-70_1_AF188199,19,18,297,284,283,300,0.264193,16,2,1,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-95_1_AJ308558,4,2,584,275,273,596,1.11665,22,4,4,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaTEM-96_1_AY092401,24,23,222,222,222,222,0.191358,0,1,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaVEB-1_3_DQ393569,771,739,9515,900,900,9530,12.0688,0,18,5,0,0,69,40
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaVEB-7_1_FJ825622,21,19,740,259,259,740,1.9484,0,5,0,0,0,6,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaVIM-48_1_KY362199,2180,2109,10701,49,43,11774,4269.39,31,361,88,385,0,361,344
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_111_AJCN01000010,4,2,498,323,323,498,0.714954,0,3,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_125_CP003194,4,2,517,248,248,517,1.02252,4,4,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_126_NC_013374,16,13,880,454,454,883,1.00636,0,3,1,0,0,6,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_135_AB811795,65,64,288,288,288,288,0.224536,0,1,0,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_138_CP003979,49,45,268,191,191,274,0.48362,37,3,2,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_18_JBQW01000016,32,31,515,356,356,515,0.635337,9,3,0,0,0,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_23_JBND01000015,589,581,2669,544,544,2672,11.9655,0,11,1,0,0,22,19
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_29_JDXN01000019,272,270,429,368,363,459,0.474344,10,3,10,0,0,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_35_JIVZ01000012,29,27,595,300,300,595,0.906065,0,2,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_36_JITV01000006,210,205,600,299,299,600,0.924903,1,4,0,0,0,4,2
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_48_CFPA01000022,20,19,261,264,263,264,0.214677,0,1,1,0,0,2,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_5_AJ302698,206,186,4948,828,828,4957,13.8939,0,14,3,0,0,36,18
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_69_NZ_CUHB01000033,7,4,988,354,346,1012,3.05606,0,5,8,0,0,7,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_77_FGNH01000009,1667,1651,542,498,495,551,0.352404,0,2,3,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,blaZ_78_KU607301,142,135,1606,598,598,1630,2.76351,0,6,8,0,0,13,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,bleO_1_AF051917,257,253,1238,399,399,1238,2.01701,0,6,0,0,0,10,9
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,car(A)_1_M80346,5471,5430,192,19,19,192,1.23897,18,11,0,0,0,11,11
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cat_2_M35190,427,424,393,261,257,411,0.705598,0,2,6,0,0,4,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cat_5_U35036,923,867,16557,648,647,16713,7.71123,0,32,52,0,0,133,83
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cat(pC194)_1_NC_002013,678,666,3241,651,649,3346,4.00965,0,10,35,0,0,26,17
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cat(pC221)_1_X02529,1700,1682,2782,648,645,2824,2.53231,0,7,14,0,0,22,13
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cat(pC233)_1_AY355285,465,462,411,306,306,411,0.556049,0,2,0,0,0,4,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catA1_1_V00622,2898,2137,267044,660,659,271243,536.955,0,466,1254,100,82,2182,1429
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catA2_1_X53796,3885,2649,369467,642,617,419299,1177.71,0,731,16597,12,6,3367,2136
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catB1_1_M58472,1761,1756,87,150,129,150,0.181406,0,1,21,0,0,1,1
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catB3_2_U13880,1824,1467,136911,644,622,142297,19972.9,0,358,960,731,97,1101,801
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catB7_1_AF036933,1242,1237,712,241,239,724,2.62237,0,5,4,0,0,5,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catB8_1_AF227506,269,262,2919,614,614,2955,4.95787,0,10,12,0,0,22,16
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catP_1_U15027,747,707,12526,624,624,12607,9.30954,0,28,27,0,0,105,67
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catQ_1_M55620,539,513,6999,660,635,7876,17.5016,0,21,291,2,0,60,36
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,catS_1_X74948,378,370,1209,458,435,1407,3.16936,0,6,66,0,0,12,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA_1_L13472,157,113,17443,903,901,17572,243.537,0,59,43,0,0,131,88
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA_1_U05887,937,838,34107,903,903,34401,95.0217,0,53,98,0,0,277,184
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA_6_FR688022,85,67,6711,887,886,6759,21.3395,0,19,16,0,0,48,30
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA-29_1_U05884,15,12,1027,525,525,1030,1.44534,0,4,1,0,0,7,4
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA-44_1_U05885,125,86,13157,903,902,13190,44.8698,0,28,11,0,0,94,56
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cepA-49_1_U05886,12,9,1375,664,664,1381,2.83164,0,6,2,0,0,11,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfiA13_1_FM200787,62,59,1341,540,537,1353,3.95758,0,6,4,0,0,11,8
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfiA14_1_FM200789,701,662,16639,735,732,16921,96.6862,0,42,94,0,0,133,97
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfiA2_1_AB087226,29,21,3322,735,735,3361,11.959,0,12,13,0,0,24,16
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfiA4_1_AB087229,125,105,7816,750,750,7867,63.4472,0,30,17,0,0,63,43
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfiA6_1_AB087231,236,209,9608,750,750,9644,20.8867,0,22,12,0,0,81,54
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfr(C)_1_KX686749,35,35,181,95,91,199,0.361634,84,3,4,0,4,3,3
ERR3593315,resfinder,20230206,1.4.7,2023-02-07,56243570,cfr(C)_2_CANB01000378,1322,1283,9763,1251,1251,9784,15.9424,13,21,5,0,2,76,46
